transaction_id,account_id,bank,account_type,timestamp,date,merchant_raw,merchant,category,amount_sar,direction,currency
TXN-1164,ACC-ALINMA-001,Alinma Bank,Current,2025-08-28 00:41,2025-08-28,STC  RIYADH SA,STC,Utilities,262.06,debit,SAR
TXN-1166,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-08-29 04:07,2025-08-29,VOX CINEMAS  RIYADH SA,VOX Cinemas,Entertainment,128.3,debit,SAR
TXN-1165,ACC-ALINMA-001,Alinma Bank,Current,2025-08-29 04:53,2025-08-29,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,88.56,debit,SAR
TXN-1167,ACC-SNB-003,Saudi National Bank,Savings,2025-08-31 02:28,2025-08-31,KUDU  RIYADH SA,Kudu,Food & Dining,43.03,debit,SAR
TXN-1168,ACC-SNB-003,Saudi National Bank,Savings,2025-08-31 08:13,2025-08-31,AL BAIK  RIYADH SA,Al Baik,Food & Dining,29.76,debit,SAR
TXN-1170,ACC-ALINMA-001,Alinma Bank,Current,2025-09-02 02:39,2025-09-02,NAMSHI  RIYADH SA,Namshi,Shopping,283.5,debit,SAR
TXN-1169,ACC-ALINMA-001,Alinma Bank,Current,2025-09-02 03:52,2025-09-02,DUNKIN  RIYADH SA,Dunkin,Food & Dining,15.88,debit,SAR
TXN-1171,ACC-ALINMA-001,Alinma Bank,Current,2025-09-02 23:26,2025-09-02,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,70.14,debit,SAR
TXN-1172,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-03 23:41,2025-09-03,CAREEM  RIYADH SA,Careem,Transport,47.32,debit,SAR
TXN-1173,ACC-SNB-003,Saudi National Bank,Savings,2025-09-05 10:03,2025-09-05,DUNKIN  RIYADH SA,Dunkin,Food & Dining,30.36,debit,SAR
TXN-1174,ACC-SNB-003,Saudi National Bank,Savings,2025-09-06 08:41,2025-09-06,NETFLIX  RIYADH SA,Netflix,Entertainment,40.24,debit,SAR
TXN-1175,ACC-SNB-003,Saudi National Bank,Savings,2025-09-07 02:27,2025-09-07,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,184.2,debit,SAR
TXN-1176,ACC-ALINMA-001,Alinma Bank,Current,2025-09-08 02:08,2025-09-08,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,217.14,debit,SAR
TXN-1177,ACC-SNB-003,Saudi National Bank,Savings,2025-09-10 08:47,2025-09-10,NAMSHI  RIYADH SA,Namshi,Shopping,106.71,debit,SAR
TXN-1178,ACC-SNB-003,Saudi National Bank,Savings,2025-09-10 13:10,2025-09-10,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,126.83,debit,SAR
TXN-1179,ACC-ALINMA-001,Alinma Bank,Current,2025-09-10 22:58,2025-09-10,DANUBE  RIYADH SA,Danube,Groceries,228.58,debit,SAR
TXN-1182,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-11 02:36,2025-09-11,CAREEM  RIYADH SA,Careem,Transport,56.63,debit,SAR
TXN-1181,ACC-SNB-003,Saudi National Bank,Savings,2025-09-11 04:39,2025-09-11,CAREEM  RIYADH SA,Careem,Transport,47.38,debit,SAR
TXN-1180,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-11 09:05,2025-09-11,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,273.76,debit,SAR
TXN-1183,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-12 00:09,2025-09-12,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,437.68,debit,SAR
TXN-1184,ACC-SNB-003,Saudi National Bank,Savings,2025-09-12 22:42,2025-09-12,IKEA  RIYADH SA,IKEA,Shopping,152.06,debit,SAR
TXN-1185,ACC-ALINMA-001,Alinma Bank,Current,2025-09-14 06:41,2025-09-14,CARREFOUR  RIYADH SA,Carrefour,Groceries,280.52,debit,SAR
TXN-1186,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-14 08:28,2025-09-14,DANUBE  RIYADH SA,Danube,Groceries,273.27,debit,SAR
TXN-1187,ACC-SNB-003,Saudi National Bank,Savings,2025-09-14 12:29,2025-09-14,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,80.84,debit,SAR
TXN-1188,ACC-SNB-003,Saudi National Bank,Savings,2025-09-15 12:25,2025-09-15,NAMSHI  RIYADH SA,Namshi,Shopping,330.96,debit,SAR
TXN-1189,ACC-ALINMA-001,Alinma Bank,Current,2025-09-16 11:32,2025-09-16,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,119.3,debit,SAR
TXN-1190,ACC-ALINMA-001,Alinma Bank,Current,2025-09-17 07:49,2025-09-17,HERFY  RIYADH SA,Herfy,Food & Dining,30.63,debit,SAR
TXN-1191,ACC-SNB-003,Saudi National Bank,Savings,2025-09-17 09:41,2025-09-17,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,510.91,debit,SAR
TXN-1192,ACC-ALINMA-001,Alinma Bank,Current,2025-09-18 00:12,2025-09-18,KUDU  RIYADH SA,Kudu,Food & Dining,64.86,debit,SAR
TXN-1193,ACC-ALINMA-001,Alinma Bank,Current,2025-09-18 02:43,2025-09-18,FITNESS TIME  RIYADH SA,Fitness Time,Health,262.62,debit,SAR
TXN-1194,ACC-SNB-003,Saudi National Bank,Savings,2025-09-18 05:10,2025-09-18,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,204.1,debit,SAR
TXN-1195,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-18 11:09,2025-09-18,BOULEVARD RIYADH  RIYADH SA,Boulevard Riyadh,Entertainment,231.96,debit,SAR
TXN-1196,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-19 04:20,2025-09-19,DUNKIN  RIYADH SA,Dunkin,Food & Dining,29.16,debit,SAR
TXN-1198,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-20 05:07,2025-09-20,AMC CINEMAS  RIYADH SA,AMC Cinemas,Entertainment,129.21,debit,SAR
TXN-1197,ACC-ALINMA-001,Alinma Bank,Current,2025-09-20 05:43,2025-09-20,HERFY  RIYADH SA,Herfy,Food & Dining,48.37,debit,SAR
TXN-1201,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-21 08:21,2025-09-21,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,165.06,debit,SAR
TXN-1200,ACC-SNB-003,Saudi National Bank,Savings,2025-09-21 09:47,2025-09-21,UBER  RIYADH SA,Uber,Transport,31.11,debit,SAR
TXN-1199,ACC-ALINMA-001,Alinma Bank,Current,2025-09-21 11:35,2025-09-21,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,175.94,debit,SAR
TXN-1203,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-22 07:46,2025-09-22,SAPTCO  RIYADH SA,SAPTCO,Transport,33.21,debit,SAR
TXN-1204,ACC-ALINMA-001,Alinma Bank,Current,2025-09-22 10:26,2025-09-22,IKEA  RIYADH SA,IKEA,Shopping,236.5,debit,SAR
TXN-1202,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-22 13:16,2025-09-22,AL BAIK  RIYADH SA,Al Baik,Food & Dining,38.34,debit,SAR
TXN-1205,ACC-ALINMA-001,Alinma Bank,Current,2025-09-22 22:01,2025-09-22,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,34.54,debit,SAR
TXN-1206,ACC-ALINMA-001,Alinma Bank,Current,2025-09-23 13:22,2025-09-23,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,129.49,debit,SAR
TXN-1208,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-24 04:45,2025-09-24,AL BAIK  RIYADH SA,Al Baik,Food & Dining,67.15,debit,SAR
TXN-1207,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-24 08:39,2025-09-24,SAPTCO  RIYADH SA,SAPTCO,Transport,13.34,debit,SAR
TXN-1209,ACC-ALINMA-001,Alinma Bank,Current,2025-09-25 05:25,2025-09-25,HERFY  RIYADH SA,Herfy,Food & Dining,55.88,debit,SAR
TXN-1211,ACC-SNB-003,Saudi National Bank,Savings,2025-09-25 21:02,2025-09-25,IKEA  RIYADH SA,IKEA,Shopping,248.78,debit,SAR
TXN-1212,ACC-ALINMA-001,Alinma Bank,Current,2025-09-26 02:03,2025-09-26,PETROMIN  RIYADH SA,Petromin,Transport,76.35,debit,SAR
TXN-1210,ACC-ALINMA-001,Alinma Bank,Current,2025-09-26 11:38,2025-09-26,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,167.31,debit,SAR
TXN-1214,ACC-SNB-003,Saudi National Bank,Savings,2025-09-27 02:32,2025-09-27,PETROMIN  RIYADH SA,Petromin,Transport,148.54,debit,SAR
TXN-1213,ACC-ALINMA-001,Alinma Bank,Current,2025-09-27 03:33,2025-09-27,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,21.84,debit,SAR
TXN-1216,ACC-SNB-003,Saudi National Bank,Savings,2025-09-27 11:05,2025-09-27,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,46.59,debit,SAR
TXN-1215,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-27 12:45,2025-09-27,AL BAIK  RIYADH SA,Al Baik,Food & Dining,69.73,debit,SAR
TXN-1003,ACC-ALINMA-001,Alinma Bank,Current,2025-09-27 14:00,2025-09-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11108.65,credit,SAR
TXN-1217,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-27 22:07,2025-09-27,KUDU  RIYADH SA,Kudu,Food & Dining,39.15,debit,SAR
TXN-1218,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-28 05:40,2025-09-28,BOULEVARD RIYADH  RIYADH SA,Boulevard Riyadh,Entertainment,195.22,debit,SAR
TXN-1219,ACC-SNB-003,Saudi National Bank,Savings,2025-09-28 06:41,2025-09-28,SAPTCO  RIYADH SA,SAPTCO,Transport,34.3,debit,SAR
TXN-1223,ACC-SNB-003,Saudi National Bank,Savings,2025-09-29 04:36,2025-09-29,UBER  RIYADH SA,Uber,Transport,40.74,debit,SAR
TXN-1220,ACC-ALINMA-001,Alinma Bank,Current,2025-09-29 04:53,2025-09-29,AL BAIK  RIYADH SA,Al Baik,Food & Dining,32.64,debit,SAR
TXN-1221,ACC-SNB-003,Saudi National Bank,Savings,2025-09-29 07:12,2025-09-29,HERFY  RIYADH SA,Herfy,Food & Dining,51.88,debit,SAR
TXN-1222,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-09-29 12:30,2025-09-29,DANUBE  RIYADH SA,Danube,Groceries,256.6,debit,SAR
TXN-1226,ACC-ALINMA-001,Alinma Bank,Current,2025-09-29 22:44,2025-09-29,JARIR BOOKSTORE  RIYADH SA,Jarir Bookstore,Shopping,68.12,debit,SAR
TXN-1224,ACC-ALINMA-001,Alinma Bank,Current,2025-09-30 02:09,2025-09-30,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,87.12,debit,SAR
TXN-1225,ACC-ALINMA-001,Alinma Bank,Current,2025-09-30 02:22,2025-09-30,KUDU  RIYADH SA,Kudu,Food & Dining,51.77,debit,SAR
TXN-1228,ACC-ALINMA-001,Alinma Bank,Current,2025-10-02 23:52,2025-10-02,KUDU  RIYADH SA,Kudu,Food & Dining,31.19,debit,SAR
TXN-1229,ACC-SNB-003,Saudi National Bank,Savings,2025-10-03 00:50,2025-10-03,PETROMIN  RIYADH SA,Petromin,Transport,66.49,debit,SAR
TXN-1227,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-03 09:06,2025-10-03,KUDU  RIYADH SA,Kudu,Food & Dining,60.79,debit,SAR
TXN-1230,ACC-ALINMA-001,Alinma Bank,Current,2025-10-03 21:22,2025-10-03,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,207.3,debit,SAR
TXN-1232,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-04 06:39,2025-10-04,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,256.23,debit,SAR
TXN-1231,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-04 08:58,2025-10-04,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,178.89,debit,SAR
TXN-1235,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-04 22:00,2025-10-04,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,25.79,debit,SAR
TXN-1233,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-04 22:34,2025-10-04,KUDU  RIYADH SA,Kudu,Food & Dining,42.14,debit,SAR
TXN-1234,ACC-SNB-003,Saudi National Bank,Savings,2025-10-05 06:10,2025-10-05,KUDU  RIYADH SA,Kudu,Food & Dining,50.11,debit,SAR
TXN-1237,ACC-SNB-003,Saudi National Bank,Savings,2025-10-06 03:44,2025-10-06,HERFY  RIYADH SA,Herfy,Food & Dining,37.08,debit,SAR
TXN-1236,ACC-ALINMA-001,Alinma Bank,Current,2025-10-06 08:53,2025-10-06,STC  RIYADH SA,STC,Utilities,341.76,debit,SAR
TXN-1238,ACC-ALINMA-001,Alinma Bank,Current,2025-10-07 00:40,2025-10-07,KUDU  RIYADH SA,Kudu,Food & Dining,47.16,debit,SAR
TXN-1239,ACC-ALINMA-001,Alinma Bank,Current,2025-10-07 23:27,2025-10-07,CARREFOUR  RIYADH SA,Carrefour,Groceries,386.47,debit,SAR
TXN-1241,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-09 01:34,2025-10-09,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,857.94,debit,SAR
TXN-1242,ACC-SNB-003,Saudi National Bank,Savings,2025-10-09 08:37,2025-10-09,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,303.28,debit,SAR
TXN-1240,ACC-ALINMA-001,Alinma Bank,Current,2025-10-09 13:10,2025-10-09,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,164.75,debit,SAR
TXN-1243,ACC-ALINMA-001,Alinma Bank,Current,2025-10-10 07:10,2025-10-10,NETFLIX  RIYADH SA,Netflix,Entertainment,46.88,debit,SAR
TXN-1245,ACC-SNB-003,Saudi National Bank,Savings,2025-10-11 05:19,2025-10-11,AMC CINEMAS  RIYADH SA,AMC Cinemas,Entertainment,100.77,debit,SAR
TXN-1244,ACC-SNB-003,Saudi National Bank,Savings,2025-10-11 07:29,2025-10-11,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,166.24,debit,SAR
TXN-1248,ACC-SNB-003,Saudi National Bank,Savings,2025-10-12 00:12,2025-10-12,DR SULAIMAN AL HABIB  RIYADH SA,Dr Sulaiman Al Habib,Health,871.79,debit,SAR
TXN-1247,ACC-SNB-003,Saudi National Bank,Savings,2025-10-12 03:16,2025-10-12,DANUBE  RIYADH SA,Danube,Groceries,238.11,debit,SAR
TXN-1246,ACC-SNB-003,Saudi National Bank,Savings,2025-10-12 07:38,2025-10-12,HERFY  RIYADH SA,Herfy,Food & Dining,59.19,debit,SAR
TXN-1249,ACC-ALINMA-001,Alinma Bank,Current,2025-10-13 05:12,2025-10-13,H&M  RIYADH SA,H&M,Shopping,141.38,debit,SAR
TXN-1250,ACC-ALINMA-001,Alinma Bank,Current,2025-10-13 09:29,2025-10-13,UBER  RIYADH SA,Uber,Transport,32.6,debit,SAR
TXN-1252,ACC-ALINMA-001,Alinma Bank,Current,2025-10-15 04:58,2025-10-15,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,22.18,debit,SAR
TXN-1251,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-15 06:29,2025-10-15,SAPTCO  RIYADH SA,SAPTCO,Transport,34.52,debit,SAR
TXN-1253,ACC-SNB-003,Saudi National Bank,Savings,2025-10-16 04:43,2025-10-16,PETROMIN  RIYADH SA,Petromin,Transport,152.29,debit,SAR
TXN-1254,ACC-ALINMA-001,Alinma Bank,Current,2025-10-16 05:40,2025-10-16,PETROMIN  RIYADH SA,Petromin,Transport,104.74,debit,SAR
TXN-1255,ACC-SNB-003,Saudi National Bank,Savings,2025-10-16 09:45,2025-10-16,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,30.0,debit,SAR
TXN-1256,ACC-ALINMA-001,Alinma Bank,Current,2025-10-16 21:39,2025-10-16,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,37.93,debit,SAR
TXN-1258,ACC-ALINMA-001,Alinma Bank,Current,2025-10-17 00:02,2025-10-17,CARREFOUR  RIYADH SA,Carrefour,Groceries,391.54,debit,SAR
TXN-1257,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-17 07:49,2025-10-17,STC  RIYADH SA,STC,Utilities,323.52,debit,SAR
TXN-1259,ACC-ALINMA-001,Alinma Bank,Current,2025-10-18 00:54,2025-10-18,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,32.02,debit,SAR
TXN-1261,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-19 02:25,2025-10-19,CARREFOUR  RIYADH SA,Carrefour,Groceries,175.13,debit,SAR
TXN-1260,ACC-SNB-003,Saudi National Bank,Savings,2025-10-19 08:33,2025-10-19,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,68.17,debit,SAR
TXN-1262,ACC-ALINMA-001,Alinma Bank,Current,2025-10-19 22:16,2025-10-19,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,207.31,debit,SAR
TXN-1263,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-20 10:58,2025-10-20,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,83.19,debit,SAR
TXN-1264,ACC-SNB-003,Saudi National Bank,Savings,2025-10-21 04:19,2025-10-21,SAPTCO  RIYADH SA,SAPTCO,Transport,16.63,debit,SAR
TXN-1265,ACC-SNB-003,Saudi National Bank,Savings,2025-10-21 09:29,2025-10-21,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,283.73,debit,SAR
TXN-1266,ACC-ALINMA-001,Alinma Bank,Current,2025-10-22 03:30,2025-10-22,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,199.06,debit,SAR
TXN-1267,ACC-SNB-003,Saudi National Bank,Savings,2025-10-23 10:29,2025-10-23,HERFY  RIYADH SA,Herfy,Food & Dining,39.3,debit,SAR
TXN-1268,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-23 12:22,2025-10-23,H&M  RIYADH SA,H&M,Shopping,100.04,debit,SAR
TXN-1270,ACC-ALINMA-001,Alinma Bank,Current,2025-10-24 06:20,2025-10-24,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,86.17,debit,SAR
TXN-1271,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-24 08:09,2025-10-24,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,470.08,debit,SAR
TXN-1269,ACC-ALINMA-001,Alinma Bank,Current,2025-10-24 10:43,2025-10-24,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,44.69,debit,SAR
TXN-1275,ACC-ALINMA-001,Alinma Bank,Current,2025-10-25 01:13,2025-10-25,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,59.05,debit,SAR
TXN-1272,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-25 01:33,2025-10-25,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,191.92,debit,SAR
TXN-1274,ACC-SNB-003,Saudi National Bank,Savings,2025-10-25 01:54,2025-10-25,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,92.33,debit,SAR
TXN-1273,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-25 03:04,2025-10-25,UBER  RIYADH SA,Uber,Transport,52.18,debit,SAR
TXN-1278,ACC-ALINMA-001,Alinma Bank,Current,2025-10-26 01:30,2025-10-26,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,110.28,debit,SAR
TXN-1279,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-26 01:44,2025-10-26,PETROMIN  RIYADH SA,Petromin,Transport,108.72,debit,SAR
TXN-1276,ACC-SNB-003,Saudi National Bank,Savings,2025-10-26 06:12,2025-10-26,KUDU  RIYADH SA,Kudu,Food & Dining,53.4,debit,SAR
TXN-1277,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-26 11:42,2025-10-26,SAPTCO  RIYADH SA,SAPTCO,Transport,11.97,debit,SAR
TXN-1280,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-27 07:29,2025-10-27,AL BAIK  RIYADH SA,Al Baik,Food & Dining,32.22,debit,SAR
TXN-1281,ACC-SNB-003,Saudi National Bank,Savings,2025-10-27 08:27,2025-10-27,ADNOC STATION  RIYADH SA,ADNOC Station,Transport,160.87,debit,SAR
TXN-1004,ACC-ALINMA-001,Alinma Bank,Current,2025-10-27 14:00,2025-10-27,SALARY CREDIT  RIYADH SA,Salary Credit,Income,11803.82,credit,SAR
TXN-1282,ACC-SNB-003,Saudi National Bank,Savings,2025-10-27 21:01,2025-10-27,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,172.7,debit,SAR
TXN-1283,ACC-SNB-003,Saudi National Bank,Savings,2025-10-28 00:32,2025-10-28,THE CHEESECAKE FACTORY  RIYADH SA,The Cheesecake Factory,Food & Dining,195.12,debit,SAR
TXN-1285,ACC-SNB-003,Saudi National Bank,Savings,2025-10-29 03:18,2025-10-29,CARREFOUR  RIYADH SA,Carrefour,Groceries,351.34,debit,SAR
TXN-1284,ACC-ALINMA-001,Alinma Bank,Current,2025-10-29 07:06,2025-10-29,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,42.63,debit,SAR
TXN-1286,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-30 06:22,2025-10-30,AL BAIK  RIYADH SA,Al Baik,Food & Dining,62.2,debit,SAR
TXN-1287,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-30 13:22,2025-10-30,OTHAIM MARKETS  RIYADH SA,Othaim Markets,Groceries,286.54,debit,SAR
TXN-1289,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-30 22:25,2025-10-30,KUDU  RIYADH SA,Kudu,Food & Dining,57.45,debit,SAR
TXN-1290,ACC-SNB-003,Saudi National Bank,Savings,2025-10-30 22:25,2025-10-30,PETROMIN  RIYADH SA,Petromin,Transport,117.72,debit,SAR
TXN-1288,ACC-SNB-003,Saudi National Bank,Savings,2025-10-31 07:45,2025-10-31,SAUDI ELECTRICITY CO  RIYADH SA,Saudi Electricity Co,Utilities,325.59,debit,SAR
TXN-1291,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-10-31 12:38,2025-10-31,AL BAIK  RIYADH SA,Al Baik,Food & Dining,33.55,debit,SAR
TXN-1293,ACC-SNB-003,Saudi National Bank,Savings,2025-10-31 23:13,2025-10-31,SAPTCO  RIYADH SA,SAPTCO,Transport,31.91,debit,SAR
TXN-1292,ACC-ALINMA-001,Alinma Bank,Current,2025-11-01 01:40,2025-11-01,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,291.87,debit,SAR
TXN-1294,ACC-ALINMA-001,Alinma Bank,Current,2025-11-01 02:06,2025-11-01,PETROMIN  RIYADH SA,Petromin,Transport,126.91,debit,SAR
TXN-1295,ACC-ALINMA-001,Alinma Bank,Current,2025-11-01 21:23,2025-11-01,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,299.38,debit,SAR
TXN-1296,ACC-ALINMA-001,Alinma Bank,Current,2025-11-02 06:11,2025-11-02,CENTREPOINT  RIYADH SA,Centrepoint,Shopping,324.34,debit,SAR
TXN-1298,ACC-ALINMA-001,Alinma Bank,Current,2025-11-03 09:28,2025-11-03,NAMSHI  RIYADH SA,Namshi,Shopping,252.6,debit,SAR
TXN-1297,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-03 13:02,2025-11-03,AL BAIK  RIYADH SA,Al Baik,Food & Dining,47.4,debit,SAR
TXN-1300,ACC-ALINMA-001,Alinma Bank,Current,2025-11-05 01:40,2025-11-05,MAESTRO PIZZA  RIYADH SA,Maestro Pizza,Food & Dining,51.68,debit,SAR
TXN-1299,ACC-SNB-003,Saudi National Bank,Savings,2025-11-05 10:35,2025-11-05,CAREEM  RIYADH SA,Careem,Transport,39.3,debit,SAR
TXN-1303,ACC-ALINMA-001,Alinma Bank,Current,2025-11-07 23:18,2025-11-07,DANUBE  RIYADH SA,Danube,Groceries,382.7,debit,SAR
TXN-1301,ACC-ALINMA-001,Alinma Bank,Current,2025-11-08 00:08,2025-11-08,AL NAHDI PHARMACY  RIYADH SA,Al Nahdi Pharmacy,Health,71.92,debit,SAR
TXN-1302,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-08 02:59,2025-11-08,STARBUCKS  RIYADH SA,Starbucks,Food & Dining,30.17,debit,SAR
TXN-1304,ACC-SNB-003,Saudi National Bank,Savings,2025-11-08 22:45,2025-11-08,NATIONAL WATER CO  RIYADH SA,National Water Co,Utilities,150.05,debit,SAR
TXN-1305,ACC-ALINMA-001,Alinma Bank,Current,2025-11-08 23:24,2025-11-08,AL BAIK  RIYADH SA,Al Baik,Food & Dining,64.75,debit,SAR
TXN-1306,ACC-SNB-003,Saudi National Bank,Savings,2025-11-10 07:23,2025-11-10,PETROMIN  RIYADH SA,Petromin,Transport,125.03,debit,SAR
TXN-1307,ACC-SNB-003,Saudi National Bank,Savings,2025-11-11 00:23,2025-11-11,DANUBE  RIYADH SA,Danube,Groceries,172.17,debit,SAR
TXN-1310,ACC-SNB-003,Saudi National Bank,Savings,2025-11-11 06:37,2025-11-11,JARIR BOOKSTORE  RIYADH SA,Jarir Bookstore,Shopping,506.37,debit,SAR
TXN-1309,ACC-SNB-003,Saudi National Bank,Savings,2025-11-11 07:55,2025-11-11,TAMIMI MARKETS  RIYADH SA,Tamimi Markets,Groceries,111.07,debit,SAR
TXN-1308,ACC-SNB-003,Saudi National Bank,Savings,2025-11-11 11:17,2025-11-11,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,37.74,debit,SAR
TXN-1311,ACC-ALINMA-001,Alinma Bank,Current,2025-11-12 04:51,2025-11-12,CARREFOUR  RIYADH SA,Carrefour,Groceries,296.55,debit,SAR
TXN-1312,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-12 05:27,2025-11-12,PANDA HYPERMARKET  RIYADH SA,Panda Hypermarket,Groceries,157.17,debit,SAR
TXN-1313,ACC-ALINMA-001,Alinma Bank,Current,2025-11-13 01:17,2025-11-13,DANUBE  RIYADH SA,Danube,Groceries,412.23,debit,SAR
TXN-1314,ACC-SNB-003,Saudi National Bank,Savings,2025-11-13 23:34,2025-11-13,PETROMIN  RIYADH SA,Petromin,Transport,94.89,debit,SAR
TXN-1316,ACC-SNB-003,Saudi National Bank,Savings,2025-11-14 03:59,2025-11-14,SECTION B COFFEE  RIYADH SA,Section B Coffee,Food & Dining,37.36,debit,SAR
TXN-1315,ACC-SNB-003,Saudi National Bank,Savings,2025-11-14 04:19,2025-11-14,MOBILY  RIYADH SA,Mobily,Utilities,127.28,debit,SAR
TXN-1317,ACC-RAJHI-002,Al Rajhi Bank,Current,2025-11-14 11:34,2025-11-14,UBER  RIYADH SA,Uber,Transport,59.17,debit,SAR
